locus	type	lnL ratio	P-value
dDocent_Contig_22354:12	dDocent_Contig_22354:12	C	1.44619251495189	0.301
dDocent_Contig_55672:22	dDocent_Contig_55672:22	C	7.28258236011951	0.005
dDocent_Contig_51615:27	dDocent_Contig_51615:27	C	6.26223019123842	0.005
dDocent_Contig_22014:43	dDocent_Contig_22014:43	C	2.84264401904881	0.105
dDocent_Contig_25929:9	dDocent_Contig_25929:9	C	4.94364791650042	0.019
dDocent_Contig_168933:18	dDocent_Contig_168933:18	C	12.2140776227288	0
dDocent_Contig_82832:29	dDocent_Contig_82832:29	C	4.58042961095927	0.017
dDocent_Contig_90722:41	dDocent_Contig_90722:41	C	1.91729766647194	0.248
dDocent_Contig_112920:35	dDocent_Contig_112920:35	C	6.34562548761538	0.007
dDocent_Contig_1057:39	dDocent_Contig_1057:39	C	9.00442078102139	0
dDocent_Contig_80350:10	dDocent_Contig_80350:10	C	7.9053777929799	0.002
dDocent_Contig_80350:30	dDocent_Contig_80350:30	C	8.2691217404095	0.001
dDocent_Contig_25891:49	dDocent_Contig_25891:49	C	1.18198917611659	0.436
dDocent_Contig_40267:29	dDocent_Contig_40267:29	C	7.73008785829248	0.002
dDocent_Contig_187187:52	dDocent_Contig_187187:52	C	1.94697871098683	0.223
dDocent_Contig_190796:40	dDocent_Contig_190796:40	C	1.60245535214572	0.269
dDocent_Contig_137733:48	dDocent_Contig_137733:48	C	7.34824852442534	0.002
dDocent_Contig_22471:28	dDocent_Contig_22471:28	C	4.23737940215531	0.043
dDocent_Contig_146526:26	dDocent_Contig_146526:26	C	8.83014833142585	0.001
dDocent_Contig_24165:22	dDocent_Contig_24165:22	C	3.1950291387777	0.095
dDocent_Contig_226996:45	dDocent_Contig_226996:45	C	10.8643413680179	0
dDocent_Contig_61129:63	dDocent_Contig_61129:63	C	4.95778826981925	0.006
dDocent_Contig_100591:9	dDocent_Contig_100591:9	C	3.34937271037025	0.124
dDocent_Contig_3567:60	dDocent_Contig_3567:60	C	9.49751324627587	0
dDocent_Contig_3567:66	dDocent_Contig_3567:66	C	4.39166493424822	0.036
dDocent_Contig_58477:22	dDocent_Contig_58477:22	C	13.751679522399	0
dDocent_Contig_18484:41	dDocent_Contig_18484:41	C	3.81590927727979	0.044
dDocent_Contig_222672:47	dDocent_Contig_222672:47	C	6.53292334285045	0.005
dDocent_Contig_307:34	dDocent_Contig_307:34	C	11.9263862643551	0
dDocent_Contig_200696:37	dDocent_Contig_200696:37	C	0.788844371707853	0.444
dDocent_Contig_88832:14	dDocent_Contig_88832:14	C	31.435217967381	0
dDocent_Contig_239765:7	dDocent_Contig_239765:7	C	34.4096249145932	0
dDocent_Contig_168010:24	dDocent_Contig_168010:24	C	0.535143928463171	0.558
dDocent_Contig_201812:67	dDocent_Contig_201812:67	C	4.4492310698141	0.026
dDocent_Contig_56531:52	dDocent_Contig_56531:52	C	2.80481320424285	0.109
dDocent_Contig_229310:47	dDocent_Contig_229310:47	C	4.51585866337284	0.036
dDocent_Contig_95474:24	dDocent_Contig_95474:24	C	6.07912643211313	0.006
dDocent_Contig_50413:8	dDocent_Contig_50413:8	C	7.82734408743528	0.005
dDocent_Contig_72682:32	dDocent_Contig_72682:32	C	1.08642545914222	0.42
dDocent_Contig_69789:13	dDocent_Contig_69789:13	C	0.36018925645871	0.606
dDocent_Contig_202283:32	dDocent_Contig_202283:32	C	2.91783279232249	0.104
dDocent_Contig_87759:36	dDocent_Contig_87759:36	C	1.49324517267233	0.342
dDocent_Contig_100238:69	dDocent_Contig_100238:69	C	14.6125113272764	0
dDocent_Contig_227939:71	dDocent_Contig_227939:71	C	10.0522706764688	0
dDocent_Contig_59910:23	dDocent_Contig_59910:23	C	21.8014809224255	0
dDocent_Contig_98503:81	dDocent_Contig_98503:81	C	7.89349993065368	0.005
dDocent_Contig_16807:8	dDocent_Contig_16807:8	C	4.13677015022984	0.037
dDocent_Contig_105620:34	dDocent_Contig_105620:34	C	22.68452080576	0
dDocent_Contig_126288:56	dDocent_Contig_126288:56	C	4.71298531641513	0.024
dDocent_Contig_144249:9	dDocent_Contig_144249:9	C	4.34002461254277	0.046
dDocent_Contig_52767:29	dDocent_Contig_52767:29	C	21.4518269103322	0
dDocent_Contig_89212:12	dDocent_Contig_89212:12	C	6.67029975964873	0.004
dDocent_Contig_145486:22	dDocent_Contig_145486:22	C	5.38403659004163	0.017
dDocent_Contig_157162:17	dDocent_Contig_157162:17	C	0.723441573096153	0.577
dDocent_Contig_31723:19	dDocent_Contig_31723:19	C	13.8967372506314	0
dDocent_Contig_245887:71	dDocent_Contig_245887:71	C	9.67218905334424	0.001
dDocent_Contig_90197:28	dDocent_Contig_90197:28	C	11.0821215179538	0
dDocent_Contig_90168:44	dDocent_Contig_90168:44	C	10.4180770659613	0
dDocent_Contig_187986:46	dDocent_Contig_187986:46	C	2.15039041258289	0.2
dDocent_Contig_140518:14	dDocent_Contig_140518:14	C	0.846837699341137	0.48
dDocent_Contig_257644:32	dDocent_Contig_257644:32	C	6.31371120845724	0.004
dDocent_Contig_57433:16	dDocent_Contig_57433:16	C	6.21208909001804	0.008
dDocent_Contig_18905:19	dDocent_Contig_18905:19	C	13.4657976508096	0
dDocent_Contig_125604:57	dDocent_Contig_125604:57	C	8.91993981036643	0
dDocent_Contig_77017:20	dDocent_Contig_77017:20	C	0.981078874243536	0.43
dDocent_Contig_47231:55	dDocent_Contig_47231:55	C	2.5260879288526	0.12
dDocent_Contig_91751:22	dDocent_Contig_91751:22	C	1.56970627764623	0.311
dDocent_Contig_250581:34	dDocent_Contig_250581:34	C	3.35198976666364	0.082
dDocent_Contig_76897:43	dDocent_Contig_76897:43	C	2.72384095899054	0.092
dDocent_Contig_24358:34	dDocent_Contig_24358:34	C	6.50707703780922	0.005
dDocent_Contig_553:18	dDocent_Contig_553:18	C	3.07055248207725	0.082
dDocent_Contig_90481:39	dDocent_Contig_90481:39	C	3.92552207953773	0.055
dDocent_Contig_47637:33	dDocent_Contig_47637:33	C	1.02987736602076	0.533
dDocent_Contig_13204:52	dDocent_Contig_13204:52	C	2.2118173381612	0.223
dDocent_Contig_57577:14	dDocent_Contig_57577:14	C	2.26191202745484	0.195
dDocent_Contig_99530:38	dDocent_Contig_99530:38	C	34.4892264636104	0
dDocent_Contig_67682:80	dDocent_Contig_67682:80	C	5.323341055707	0.022
dDocent_Contig_52235:21	dDocent_Contig_52235:21	C	1.62152358279047	0.257
dDocent_Contig_106587:68	dDocent_Contig_106587:68	C	11.1739616891274	0
dDocent_Contig_64927:40	dDocent_Contig_64927:40	C	2.44667239808999	0.12
dDocent_Contig_247187:7	dDocent_Contig_247187:7	C	4.81082792833696	0.016
dDocent_Contig_238957:16	dDocent_Contig_238957:16	C	5.9166795356406	0.015
dDocent_Contig_64214:19	dDocent_Contig_64214:19	C	6.51808347264287	0.008
dDocent_Contig_26336:78	dDocent_Contig_26336:78	C	13.8550852495146	0
dDocent_Contig_125449:12	dDocent_Contig_125449:12	C	2.52368060876704	0.084
dDocent_Contig_16182:34	dDocent_Contig_16182:34	C	7.42134466440143	0.001
dDocent_Contig_4889:19	dDocent_Contig_4889:19	C	3.18671766010946	0.095
dDocent_Contig_187333:44	dDocent_Contig_187333:44	C	14.1785470500064	0
dDocent_Contig_135103:53	dDocent_Contig_135103:53	C	1.45050538704332	0.318
dDocent_Contig_66660:14	dDocent_Contig_66660:14	C	3.81031943125005	0.066
dDocent_Contig_87361:12	dDocent_Contig_87361:12	C	9.39588005084664	0.001
dDocent_Contig_223625:65	dDocent_Contig_223625:65	C	17.0469735044921	0
dDocent_Contig_257224:9	dDocent_Contig_257224:9	C	3.24422747182669	0.068
dDocent_Contig_64545:13	dDocent_Contig_64545:13	C	5.77906042735643	0.008
dDocent_Contig_203211:13	dDocent_Contig_203211:13	C	8.19959355831527	0.002
dDocent_Contig_608:14	dDocent_Contig_608:14	C	1.96678475551978	0.263
dDocent_Contig_88433:55	dDocent_Contig_88433:55	C	3.52975551377878	0.061
dDocent_Contig_31919:53	dDocent_Contig_31919:53	C	3.16133969037703	0.066
dDocent_Contig_65845:11	dDocent_Contig_65845:11	C	8.42507881298756	0.001
dDocent_Contig_51319:21	dDocent_Contig_51319:21	C	4.27932964228803	0.044
dDocent_Contig_129483:74	dDocent_Contig_129483:74	C	3.75057536063974	0.025
dDocent_Contig_9862:56	dDocent_Contig_9862:56	C	14.2107525789076	0
dDocent_Contig_145840:14	dDocent_Contig_145840:14	C	0.837501985029689	0.416
dDocent_Contig_139988:15	dDocent_Contig_139988:15	C	5.16972283210828	0.009
dDocent_Contig_224593:56	dDocent_Contig_224593:56	C	10.0627637879521	0.001
dDocent_Contig_84249:32	dDocent_Contig_84249:32	C	6.01920998469431	0.008
dDocent_Contig_105308:24	dDocent_Contig_105308:24	C	5.38543979804769	0.026
dDocent_Contig_47755:46	dDocent_Contig_47755:46	C	0.99144704601958	0.466
dDocent_Contig_183872:46	dDocent_Contig_183872:46	C	10.811977898631	0
dDocent_Contig_21228:56	dDocent_Contig_21228:56	C	1.22679267711895	0.433
dDocent_Contig_195044:51	dDocent_Contig_195044:51	C	5.74062911840859	0.018
dDocent_Contig_64368:19	dDocent_Contig_64368:19	C	4.68847835350089	0.033
dDocent_Contig_32340:44	dDocent_Contig_32340:44	C	4.5160109314928	0.044
dDocent_Contig_32024:65	dDocent_Contig_32024:65	C	9.6701616626123	0.001
dDocent_Contig_139867:53	dDocent_Contig_139867:53	C	4.67560402497941	0.025
dDocent_Contig_244593:24	dDocent_Contig_244593:24	C	5.53537263796191	0.019
dDocent_Contig_69370:27	dDocent_Contig_69370:27	C	0.91653206342923	0.382
dDocent_Contig_167662:67	dDocent_Contig_167662:67	C	5.1372121830308	0.025
dDocent_Contig_245910:11	dDocent_Contig_245910:11	C	4.79354634026079	0.015
dDocent_Contig_200478:7	dDocent_Contig_200478:7	C	9.89157515720946	0
dDocent_Contig_57032:37	dDocent_Contig_57032:37	C	4.64020186801265	0.019
dDocent_Contig_84133:77	dDocent_Contig_84133:77	C	17.6299308365423	0
dDocent_Contig_92704:37	dDocent_Contig_92704:37	C	9.84126365121064	0
dDocent_Contig_67472:53	dDocent_Contig_67472:53	C	1.201818500507	0.428
dDocent_Contig_18581:7	dDocent_Contig_18581:7	C	6.62499029879946	0.001
dDocent_Contig_60602:48	dDocent_Contig_60602:48	C	18.5485768169385	0
dDocent_Contig_2598:56	dDocent_Contig_2598:56	C	6.47665981263714	0.012
dDocent_Contig_20047:24	dDocent_Contig_20047:24	C	1.55670597263175	0.31
dDocent_Contig_97912:40	dDocent_Contig_97912:40	C	7.16400212657474	0
dDocent_Contig_249077:32	dDocent_Contig_249077:32	C	3.75648934130348	0.067
dDocent_Contig_57405:28	dDocent_Contig_57405:28	C	5.9543034402006	0.018
dDocent_Contig_150223:28	dDocent_Contig_150223:28	C	6.40586419256644	0.009
dDocent_Contig_63295:44	dDocent_Contig_63295:44	C	6.65455821070594	0.007
dDocent_Contig_22197:21	dDocent_Contig_22197:21	C	4.45064124496295	0.029
dDocent_Contig_5545:65	dDocent_Contig_5545:65	C	10.891245045293	0
dDocent_Contig_20040:9	dDocent_Contig_20040:9	C	1.93813467053344	0.226
dDocent_Contig_30511:44	dDocent_Contig_30511:44	C	2.47619949473714	0.13
dDocent_Contig_89983:14	dDocent_Contig_89983:14	C	9.7454526269421	0
dDocent_Contig_32274:31	dDocent_Contig_32274:31	C	12.4834246373893	0.001
dDocent_Contig_153342:37	dDocent_Contig_153342:37	C	11.7698634167424	0
dDocent_Contig_19787:12	dDocent_Contig_19787:12	C	8.88550580339539	0.003
dDocent_Contig_246094:21	dDocent_Contig_246094:21	C	13.679987823249	0
dDocent_Contig_189439:34	dDocent_Contig_189439:34	C	0.440269850236554	0.666
dDocent_Contig_60337:31	dDocent_Contig_60337:31	C	8.59045861137555	0.001
dDocent_Contig_26791:14	dDocent_Contig_26791:14	C	5.95973886007764	0.005
dDocent_Contig_58446:46	dDocent_Contig_58446:46	C	0.86301183163441	0.54
dDocent_Contig_31235:43	dDocent_Contig_31235:43	C	9.06887185821471	0
dDocent_Contig_197292:48	dDocent_Contig_197292:48	C	0.193905425839588	0.699
dDocent_Contig_140965:11	dDocent_Contig_140965:11	C	15.0489462374936	0
dDocent_Contig_128753:21	dDocent_Contig_128753:21	C	6.61531020358927	0.004
dDocent_Contig_194064:14	dDocent_Contig_194064:14	C	8.01185781505642	0.002
dDocent_Contig_106242:13	dDocent_Contig_106242:13	C	2.87159736707744	0.119
dDocent_Contig_138982:29	dDocent_Contig_138982:29	C	7.13165232199095	0
dDocent_Contig_13386:35	dDocent_Contig_13386:35	C	3.19201098550499	0.106
dDocent_Contig_26022:77	dDocent_Contig_26022:77	C	5.41985631291726	0.011
dDocent_Contig_61183:13	dDocent_Contig_61183:13	C	29.8848269845201	0
dDocent_Contig_246992:51	dDocent_Contig_246992:51	C	1.17421588070317	0.376
dDocent_Contig_242271:16	dDocent_Contig_242271:16	C	1.50658608383669	0.27
dDocent_Contig_237926:50	dDocent_Contig_237926:50	C	10.9766768273734	0
dDocent_Contig_140305:31	dDocent_Contig_140305:31	C	1.26939995007432	0.361
dDocent_Contig_101296:12	dDocent_Contig_101296:12	C	4.75081882709394	0.016
dDocent_Contig_41049:9	dDocent_Contig_41049:9	C	7.20471457323455	0.005
dDocent_Contig_19629:34	dDocent_Contig_19629:34	C	2.79675968751955	0.13
dDocent_Contig_57160:55	dDocent_Contig_57160:55	C	2.53584727708163	0.112
dDocent_Contig_76624:44	dDocent_Contig_76624:44	C	4.16561830570518	0.036
dDocent_Contig_15518:50	dDocent_Contig_15518:50	C	2.00783593593817	0.154
dDocent_Contig_240655:32	dDocent_Contig_240655:32	C	0.273737190988683	0.726
dDocent_Contig_58761:38	dDocent_Contig_58761:38	C	6.20060662080293	0.003
dDocent_Contig_130765:21	dDocent_Contig_130765:21	C	6.81365508095487	0.002
dDocent_Contig_46032:32	dDocent_Contig_46032:32	C	2.64124885224498	0.186
dDocent_Contig_243701:7	dDocent_Contig_243701:7	C	6.4692879699014	0.007
dDocent_Contig_69757:19	dDocent_Contig_69757:19	C	4.28151029149635	0.037
dDocent_Contig_7130:30	dDocent_Contig_7130:30	C	3.76076814943528	0.05
dDocent_Contig_56983:33	dDocent_Contig_56983:33	C	3.49121558138337	0.075
dDocent_Contig_25876:62	dDocent_Contig_25876:62	C	1.57699410641956	0.344
dDocent_Contig_90634:8	dDocent_Contig_90634:8	C	1.30763289942038	0.295
dDocent_Contig_187288:81	dDocent_Contig_187288:81	C	7.36166816656511	0.002
dDocent_Contig_156222:31	dDocent_Contig_156222:31	C	5.1115633481942	0.019
dDocent_Contig_51903:24	dDocent_Contig_51903:24	C	2.08528449140323	0.201
dDocent_Contig_31766:26	dDocent_Contig_31766:26	C	1.80792470134	0.273
dDocent_Contig_182231:81	dDocent_Contig_182231:81	C	5.45681086072781	0.012
dDocent_Contig_1416:13	dDocent_Contig_1416:13	C	5.86103665327096	0.011
dDocent_Contig_136891:16	dDocent_Contig_136891:16	C	13.4226458731332	0
dDocent_Contig_97981:22	dDocent_Contig_97981:22	C	5.39697996863576	0.023
dDocent_Contig_111286:52	dDocent_Contig_111286:52	C	12.2855411947738	0
dDocent_Contig_21572:55	dDocent_Contig_21572:55	C	12.4332312543625	0
dDocent_Contig_70671:48	dDocent_Contig_70671:48	C	11.658251649595	0
dDocent_Contig_82561:8	dDocent_Contig_82561:8	C	13.2734414420635	0
dDocent_Contig_133531:47	dDocent_Contig_133531:47	C	1.74812456848819	0.207
dDocent_Contig_32215:42	dDocent_Contig_32215:42	C	5.9086102530672	0.007
dDocent_Contig_126009:21	dDocent_Contig_126009:21	C	2.69994385669489	0.124
dDocent_Contig_144657:33	dDocent_Contig_144657:33	C	1.50145287033182	0.373
dDocent_Contig_19437:51	dDocent_Contig_19437:51	C	1.53649385412034	0.31
dDocent_Contig_186034:7	dDocent_Contig_186034:7	C	3.19577993927533	0.087
dDocent_Contig_51168:38	dDocent_Contig_51168:38	C	2.89762960086566	0.12
dDocent_Contig_199632:40	dDocent_Contig_199632:40	C	2.5734625010095	0.173
dDocent_Contig_124429:42	dDocent_Contig_124429:42	C	3.1990652213359	0.098
dDocent_Contig_166992:17	dDocent_Contig_166992:17	C	8.31562778079612	0
dDocent_Contig_16617:38	dDocent_Contig_16617:38	C	9.35581254725193	0
dDocent_Contig_7169:64	dDocent_Contig_7169:64	C	7.10782050174349	0.002
dDocent_Contig_3158:40	dDocent_Contig_3158:40	C	3.27010543235511	0.09
dDocent_Contig_109636:72	dDocent_Contig_109636:72	C	55.3185186283339	0
dDocent_Contig_102893:12	dDocent_Contig_102893:12	C	18.0248464717289	0
dDocent_Contig_16533:26	dDocent_Contig_16533:26	C	17.8337155072276	0
dDocent_Contig_32661:21	dDocent_Contig_32661:21	C	7.48501436101695	0.005
dDocent_Contig_2960:29	dDocent_Contig_2960:29	C	1.29795577175521	0.379
dDocent_Contig_78620:53	dDocent_Contig_78620:53	C	1.65622543327561	0.265
dDocent_Contig_15416:43	dDocent_Contig_15416:43	C	15.4107153343618	0
dDocent_Contig_52215:23	dDocent_Contig_52215:23	C	1.28706294296229	0.32
dDocent_Contig_59475:7	dDocent_Contig_59475:7	C	4.38586426591615	0.031
dDocent_Contig_24697:27	dDocent_Contig_24697:27	C	7.83863353333761	0.002
dDocent_Contig_60523:16	dDocent_Contig_60523:16	C	12.5803612608784	0
dDocent_Contig_195871:20	dDocent_Contig_195871:20	C	7.62152884031461	0.002
dDocent_Contig_254669:32	dDocent_Contig_254669:32	C	5.44160199737421	0.013
dDocent_Contig_97261:39	dDocent_Contig_97261:39	C	5.07769033159023	0.021
dDocent_Contig_13518:10	dDocent_Contig_13518:10	C	1.51408148066768	0.299
dDocent_Contig_90498:39	dDocent_Contig_90498:39	C	1.16553166865621	0.384
dDocent_Contig_125172:13	dDocent_Contig_125172:13	C	2.31079294736566	0.184
dDocent_Contig_100753:23	dDocent_Contig_100753:23	C	8.38870925023577	0
dDocent_Contig_61855:49	dDocent_Contig_61855:49	C	23.778159381594	0
dDocent_Contig_240306:10	dDocent_Contig_240306:10	C	11.4629075130038	0
dDocent_Contig_154609:43	dDocent_Contig_154609:43	C	2.45277332702149	0.134
dDocent_Contig_67342:13	dDocent_Contig_67342:13	C	9.18938355510467	0
dDocent_Contig_133518:18	dDocent_Contig_133518:18	C	5.46857360055182	0.009
dDocent_Contig_196433:36	dDocent_Contig_196433:36	C	2.72541884069966	0.114
dDocent_Contig_47197:14	dDocent_Contig_47197:14	C	8.52127871681767	0
dDocent_Contig_186410:12	dDocent_Contig_186410:12	C	5.49610606487794	0.015
dDocent_Contig_100591:26	dDocent_Contig_100591:26	C	6.60463935403286	0.004
dDocent_Contig_22404:75	dDocent_Contig_22404:75	C	1.5803309436177	0.304
dDocent_Contig_247310:11	dDocent_Contig_247310:11	C	3.64705897586951	0.068
dDocent_Contig_114359:59	dDocent_Contig_114359:59	C	3.61347118481476	0.066
dDocent_Contig_75242:29	dDocent_Contig_75242:29	C	4.70748356181259	0.031
dDocent_Contig_251216:61	dDocent_Contig_251216:61	C	6.75861922483914	0.006
dDocent_Contig_40710:54	dDocent_Contig_40710:54	C	3.886900826914	0.057
dDocent_Contig_244495:11	dDocent_Contig_244495:11	C	2.18700108503263	0.172
dDocent_Contig_182231:26	dDocent_Contig_182231:26	C	2.86828251087979	0.119
dDocent_Contig_142887:12	dDocent_Contig_142887:12	C	10.7257929273154	0
dDocent_Contig_101242:27	dDocent_Contig_101242:27	C	4.55121069500585	0.026
dDocent_Contig_227940:48	dDocent_Contig_227940:48	C	4.04939893609649	0.035
dDocent_Contig_198314:19	dDocent_Contig_198314:19	C	32.920027892797	0
dDocent_Contig_54737:57	dDocent_Contig_54737:57	C	6.47898701132188	0.003
dDocent_Contig_198517:80	dDocent_Contig_198517:80	C	3.70434956193415	0.054
dDocent_Contig_103222:55	dDocent_Contig_103222:55	C	2.97116860578343	0.097
dDocent_Contig_23852:17	dDocent_Contig_23852:17	C	6.65542182096286	0.007
dDocent_Contig_99064:17	dDocent_Contig_99064:17	C	7.14625893160343	0.005
dDocent_Contig_62749:37	dDocent_Contig_62749:37	C	4.00545684554864	0.065
dDocent_Contig_147958:37	dDocent_Contig_147958:37	C	8.59845081725059	0.001
dDocent_Contig_81485:38	dDocent_Contig_81485:38	C	1.92908598569426	0.194
dDocent_Contig_63997:47	dDocent_Contig_63997:47	C	12.9898702852472	0
dDocent_Contig_201059:52	dDocent_Contig_201059:52	C	8.2809886511204	0.004
dDocent_Contig_20639:15	dDocent_Contig_20639:15	C	2.47852051936918	0.142
dDocent_Contig_250697:36	dDocent_Contig_250697:36	C	48.1089221906965	0
dDocent_Contig_89819:29	dDocent_Contig_89819:29	C	6.94181832628675	0.005
dDocent_Contig_1968:10	dDocent_Contig_1968:10	C	3.87446164886971	0.048
dDocent_Contig_140088:37	dDocent_Contig_140088:37	C	14.9164604896041	0
dDocent_Contig_20059:10	dDocent_Contig_20059:10	C	1.48463896383278	0.353
dDocent_Contig_20059:28	dDocent_Contig_20059:28	C	3.76442179550189	0.036
dDocent_Contig_248886:20	dDocent_Contig_248886:20	C	9.61973418157345	0
dDocent_Contig_19175:16	dDocent_Contig_19175:16	C	5.75427216407111	0.016
dDocent_Contig_254670:55	dDocent_Contig_254670:55	C	29.238260181609	0
dDocent_Contig_18243:46	dDocent_Contig_18243:46	C	3.01793060705907	0.084
dDocent_Contig_58710:44	dDocent_Contig_58710:44	C	8.19166720148902	0.001
dDocent_Contig_24904:40	dDocent_Contig_24904:40	C	4.44430730807593	0.032
dDocent_Contig_224625:44	dDocent_Contig_224625:44	C	3.05200915339114	0.098
dDocent_Contig_68164:37	dDocent_Contig_68164:37	C	7.76614414816669	0.003
dDocent_Contig_93130:28	dDocent_Contig_93130:28	C	6.82380716063916	0.005
dDocent_Contig_240710:14	dDocent_Contig_240710:14	C	29.2261444985722	0
dDocent_Contig_153342:11	dDocent_Contig_153342:11	C	4.66418258308421	0.018
dDocent_Contig_224312:10	dDocent_Contig_224312:10	C	10.0859365855809	0
dDocent_Contig_69886:47	dDocent_Contig_69886:47	C	36.8393934074062	0
dDocent_Contig_45868:43	dDocent_Contig_45868:43	C	2.83646189407875	0.088
dDocent_Contig_241108:61	dDocent_Contig_241108:61	C	7.67124443750517	0
dDocent_Contig_65038:15	dDocent_Contig_65038:15	C	5.54866755510172	0.018
dDocent_Contig_13186:7	dDocent_Contig_13186:7	C	7.63757886603923	0.003
dDocent_Contig_251955:76	dDocent_Contig_251955:76	C	1.86467750841464	0.245
dDocent_Contig_73383:42	dDocent_Contig_73383:42	C	2.83769624983857	0.114
dDocent_Contig_81033:33	dDocent_Contig_81033:33	C	2.28149820870885	0.19
dDocent_Contig_49970:13	dDocent_Contig_49970:13	C	4.9007322183582	0.019
dDocent_Contig_196697:9	dDocent_Contig_196697:9	C	2.13359114843218	0.184
dDocent_Contig_103287:41	dDocent_Contig_103287:41	C	5.57042339440051	0.012
dDocent_Contig_184955:47	dDocent_Contig_184955:47	C	1.39524738591544	0.303
dDocent_Contig_60602:38	dDocent_Contig_60602:38	C	2.71157439442747	0.084
dDocent_Contig_54807:40	dDocent_Contig_54807:40	C	6.67277658695097	0.006
dDocent_Contig_72480:11	dDocent_Contig_72480:11	C	2.79581808114128	0.116
dDocent_Contig_51783:23	dDocent_Contig_51783:23	C	4.14335705570631	0.042
